AssetId,SiteNo,SiteName,CategoryName,OverallScore,EqCriticality,EqOperatingIssues,EqRedundancy,EqServiceSupport,EqAge,SiteBusinessPriority,EqEfficiency,EqMainCost,EqLoading,ROMReplacementCost,BudgetYear,ROMCostInBudgetYear,SourceWorkbook,SourceSheet,SourceRowNumber,CalculationLayer,ValidationStatus,IsTestRecord
507,PDX02,Portland-Hillsboro 2,Fire Protection,20.405011357538008,20,0,0,0,60.101010101010559,76.09678181270607,0,66.666666666666657,0,310000,8,395000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9965,Scoring Engine -> Output- Asset Scores,Valid,false
508,PDX02,Portland-Hillsboro 2,Fire Protection,20.405011357538008,20,0,0,0,60.101010101010559,76.09678181270607,0,66.666666666666657,0,310000,8,395000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9966,Scoring Engine -> Output- Asset Scores,Valid,false
509,PDX02,Portland-Hillsboro 2,Fire Protection,20.405011357538008,20,0,0,0,60.101010101010559,76.09678181270607,0,66.666666666666657,0,310000,8,395000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9967,Scoring Engine -> Output- Asset Scores,Valid,false
33,LAS04,Las Vegas-North,Fire Protection,20.249808627599663,20,0,0,0,84.01405357927122,44.45944675307382,0,66.666666666666657,0,165000,4,185000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9968,Scoring Engine -> Output- Asset Scores,Valid,false
4007,LAS04,Las Vegas-North,Fire Protection,20.249808627599663,20,0,0,0,84.01405357927122,44.45944675307382,0,66.666666666666657,0,165000,4,185000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9969,Scoring Engine -> Output- Asset Scores,Valid,false
4008,LAS04,Las Vegas-North,Fire Protection,20.249808627599663,20,0,0,0,84.01405357927122,44.45944675307382,0,66.666666666666657,0,165000,4,185000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9970,Scoring Engine -> Output- Asset Scores,Valid,false
4009,LAS04,Las Vegas-North,Fire Protection,20.249808627599663,20,0,0,0,84.01405357927122,44.45944675307382,0,66.666666666666657,0,165000,4,185000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9971,Scoring Engine -> Output- Asset Scores,Valid,false
4010,LAS04,Las Vegas-North,Fire Protection,20.249808627599663,20,0,0,0,84.01405357927122,44.45944675307382,0,66.666666666666657,0,165000,4,185000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9972,Scoring Engine -> Output- Asset Scores,Valid,false
4011,LAS04,Las Vegas-North,Fire Protection,20.249808627599663,20,0,0,0,84.01405357927122,44.45944675307382,0,66.666666666666657,0,165000,4,185000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9973,Scoring Engine -> Output- Asset Scores,Valid,false
394,SLC05,Salt Lake City-Cottonwood,Fire Protection,19.813692480359094,20,0,0,0,115.65656565656521,0,0,66.666666666666657,0,0,2,0,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9974,Scoring Engine -> Output- Asset Scores,Valid,false
6118,PDX01.01,Portland-Hillsboro 1,Switchgear,29.282514614257451,50,0,65,0,59.090909090909093,6.3979863800933261,0,33.333333333333329,25,95000,15,155000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9975,Scoring Engine -> Output- Asset Scores,Valid,false
6120,PDX01.01,Portland-Hillsboro 1,Switchgear,29.282514614257451,50,0,65,0,59.090909090909093,6.3979863800933261,0,33.333333333333329,25,95000,15,155000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9976,Scoring Engine -> Output- Asset Scores,Valid,false
3797,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9977,Scoring Engine -> Output- Asset Scores,Valid,false
3798,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9978,Scoring Engine -> Output- Asset Scores,Valid,false
3799,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9979,Scoring Engine -> Output- Asset Scores,Valid,false
3800,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9980,Scoring Engine -> Output- Asset Scores,Valid,false
3801,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9981,Scoring Engine -> Output- Asset Scores,Valid,false
3802,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9982,Scoring Engine -> Output- Asset Scores,Valid,false
3803,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9983,Scoring Engine -> Output- Asset Scores,Valid,false
3804,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9984,Scoring Engine -> Output- Asset Scores,Valid,false
3807,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9985,Scoring Engine -> Output- Asset Scores,Valid,false
3808,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9986,Scoring Engine -> Output- Asset Scores,Valid,false
3809,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9987,Scoring Engine -> Output- Asset Scores,Valid,false
3810,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9988,Scoring Engine -> Output- Asset Scores,Valid,false
3811,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9989,Scoring Engine -> Output- Asset Scores,Valid,false
3812,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9990,Scoring Engine -> Output- Asset Scores,Valid,false
3813,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9991,Scoring Engine -> Output- Asset Scores,Valid,false
3814,PDX01.01,Portland-Hillsboro 1,Transformer,30.758642028180169,50,0,65,0,38.250930356193543,6.3979863800933261,56.875209100033302,33.333333333333329,25,30000,16,50000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9992,Scoring Engine -> Output- Asset Scores,Valid,false
3254,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9993,Scoring Engine -> Output- Asset Scores,Valid,false
3255,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9994,Scoring Engine -> Output- Asset Scores,Valid,false
3256,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9995,Scoring Engine -> Output- Asset Scores,Valid,false
3257,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9996,Scoring Engine -> Output- Asset Scores,Valid,false
3258,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9997,Scoring Engine -> Output- Asset Scores,Valid,false
3259,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9998,Scoring Engine -> Output- Asset Scores,Valid,false
3260,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,9999,Scoring Engine -> Output- Asset Scores,Valid,false
3261,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10000,Scoring Engine -> Output- Asset Scores,Valid,false
3262,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10001,Scoring Engine -> Output- Asset Scores,Valid,false
3263,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10002,Scoring Engine -> Output- Asset Scores,Valid,false
3264,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10003,Scoring Engine -> Output- Asset Scores,Valid,false
3265,SLC05,Salt Lake City-Cottonwood,CRAH,19.574980733600089,25,0,0,0,88.257575757576092,0,2.0843069635966822,66.666666666666657,75,75000,4,85000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10004,Scoring Engine -> Output- Asset Scores,Valid,false
2734,PDX01.01,Portland-Hillsboro 1,CRAC,42.938766753132583,25,0,65,100,82.575757575757919,6.3979863800933261,18.480145719489975,66.666666666666657,25,125000,5,145000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10005,Scoring Engine -> Output- Asset Scores,Valid,false
2744,PDX01.01,Portland-Hillsboro 1,CRAC,42.938766753132583,25,0,65,100,82.575757575757919,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,5,130000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10006,Scoring Engine -> Output- Asset Scores,Valid,false
2745,PDX01.01,Portland-Hillsboro 1,CRAC,42.938766753132583,25,0,65,100,82.575757575757919,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,5,130000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10007,Scoring Engine -> Output- Asset Scores,Valid,false
2746,PDX01.01,Portland-Hillsboro 1,CRAC,42.938766753132583,25,0,65,100,82.575757575757919,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,5,130000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10008,Scoring Engine -> Output- Asset Scores,Valid,false
2747,PDX01.01,Portland-Hillsboro 1,CRAC,42.938766753132583,25,0,65,100,82.575757575757919,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,5,130000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10009,Scoring Engine -> Output- Asset Scores,Valid,false
2748,PDX01.01,Portland-Hillsboro 1,CRAC,42.938766753132583,25,0,65,100,82.575757575757919,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,5,130000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10010,Scoring Engine -> Output- Asset Scores,Valid,false
2749,PDX01.01,Portland-Hillsboro 1,CRAC,42.938766753132583,25,0,65,100,82.575757575757919,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,5,130000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10011,Scoring Engine -> Output- Asset Scores,Valid,false
2755,PDX01.01,Portland-Hillsboro 1,CRAC,42.938766753132583,25,0,65,100,82.575757575757919,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,5,130000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10012,Scoring Engine -> Output- Asset Scores,Valid,false
382,DAL03,Dallas-Downtown,Fire Protection,19.470358940842814,20,0,0,0,110.10101010101056,3.0819421248851326,0,66.666666666666657,0,140000,2,145000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10013,Scoring Engine -> Output- Asset Scores,Valid,false
2733,PDX01.01,Portland-Hillsboro 1,CRAC,42.644153958519716,25,0,65,100,79.924242424242081,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,5,130000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10014,Scoring Engine -> Output- Asset Scores,Valid,false
2740,PDX01.01,Portland-Hillsboro 1,CRAC,42.644153958519716,25,0,65,100,79.924242424242081,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,5,130000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10015,Scoring Engine -> Output- Asset Scores,Valid,false
2743,PDX01.01,Portland-Hillsboro 1,CRAC,42.644153958519716,25,0,65,100,79.924242424242081,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,5,130000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10016,Scoring Engine -> Output- Asset Scores,Valid,false
2741,PDX01.01,Portland-Hillsboro 1,CRAC,42.602066416432208,25,0,65,100,79.545454545454547,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,6,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10017,Scoring Engine -> Output- Asset Scores,Valid,false
2742,PDX01.01,Portland-Hillsboro 1,CRAC,42.602066416432208,25,0,65,100,79.545454545454547,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,6,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10018,Scoring Engine -> Output- Asset Scores,Valid,false
376,RCH01,Dallas-Richardson,Fire Protection,19.145618051800739,20,0,0,0,85.858585858586324,29.731637426192094,0,66.666666666666657,0,195000,3,210000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10019,Scoring Engine -> Output- Asset Scores,Valid,false
6635,MSP01,Minneapolis-Chaska,Fire Protection,19.068964508263409,20,0,0,0,84.01405357927122,31.174950410541001,0,66.666666666666657,0,520000,4,575000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10020,Scoring Engine -> Output- Asset Scores,Valid,false
8575,MSP01,Minneapolis-Chaska,Fire Protection,19.068964508263409,20,0,0,0,84.01405357927122,31.174950410541001,0,66.666666666666657,0,0,4,0,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10021,Scoring Engine -> Output- Asset Scores,Valid,false
387,PDX01.01,Portland-Hillsboro 1,Fire Protection,19.540651539060992,20,0,0,0,108.08080808080761,6.3979863800933261,0,66.666666666666657,0,195000,2,200000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10022,Scoring Engine -> Output- Asset Scores,Valid,false
6119,PDX01.01,Portland-Hillsboro 1,Switchgear,28.524938856681693,50,0,65,0,52.272727272727266,6.3979863800933261,0,33.333333333333329,25,95000,17,165000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10023,Scoring Engine -> Output- Asset Scores,Valid,false
4026,RCH01,Dallas-Richardson,Fire Protection,18.940670020765726,20,0,0,0,84.01405357927122,29.731637426192094,0,66.666666666666657,0,195000,4,215000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10024,Scoring Engine -> Output- Asset Scores,Valid,false
381,DAL04,Dallas-Downtown,Fire Protection,18.79695826744214,20,0,0,0,104.0404040404045,3.0819421248851326,0,66.666666666666657,0,140000,2,145000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10026,Scoring Engine -> Output- Asset Scores,Valid,false
383,DAL04,Dallas-Downtown,Fire Protection,18.79695826744214,20,0,0,0,104.0404040404045,3.0819421248851326,0,66.666666666666657,0,140000,2,145000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10027,Scoring Engine -> Output- Asset Scores,Valid,false
4134,ATL04,Atlanta-Alpharetta,Fire Protection,18.696201781815184,20,0,0,0,84.01405357927122,26.981369737998474,0,66.666666666666657,0,190000,4,210000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10028,Scoring Engine -> Output- Asset Scores,Valid,false
6599,ATL04,Atlanta-Alpharetta,Fire Protection,18.696201781815184,20,0,0,0,84.01405357927122,26.981369737998474,0,66.666666666666657,0,190000,4,210000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10029,Scoring Engine -> Output- Asset Scores,Valid,false
6600,ATL04,Atlanta-Alpharetta,Fire Protection,18.696201781815184,20,0,0,0,84.01405357927122,26.981369737998474,0,66.666666666666657,0,190000,4,210000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10030,Scoring Engine -> Output- Asset Scores,Valid,false
472,ATL03,Atlanta-Alpharetta,Fire Protection,18.696201781815184,20,0,0,0,84.01405357927122,26.981369737998474,0,66.666666666666657,0,190000,4,210000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10031,Scoring Engine -> Output- Asset Scores,Valid,false
473,ATL03,Atlanta-Alpharetta,Fire Protection,18.696201781815184,20,0,0,0,84.01405357927122,26.981369737998474,0,66.666666666666657,0,190000,4,210000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10032,Scoring Engine -> Output- Asset Scores,Valid,false
6807,ATL03,Atlanta-Alpharetta,Fire Protection,18.696201781815184,20,0,0,0,84.01405357927122,26.981369737998474,0,66.666666666666657,0,190000,4,210000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10033,Scoring Engine -> Output- Asset Scores,Valid,false
418,PHX01,Phoenix-Deer Valley,Fire Protection,18.648296145948429,20,0,0,0,91.919191919192372,16.561008409596013,0,66.666666666666657,0,195000,2,200000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10034,Scoring Engine -> Output- Asset Scores,Valid,false
512,PHL01,Philadelphia-Collegeville,Fire Protection,18.551068267566464,20,0,0,0,102.52525252525298,2.2096190202231503,0,66.666666666666657,0,175000,2,180000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10035,Scoring Engine -> Output- Asset Scores,Valid,false
513,PHL01,Philadelphia-Collegeville,Fire Protection,18.551068267566464,20,0,0,0,102.52525252525298,2.2096190202231503,0,66.666666666666657,0,175000,2,180000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10036,Scoring Engine -> Output- Asset Scores,Valid,false
318,PDX01.01,Portland-Hillsboro 1,Generator,28.000731263508612,50,0,65,0,34.221525600836181,6.3979863800933261,0,66.666666666666657,25,3045000,19,5655000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10037,Scoring Engine -> Output- Asset Scores,Valid,false
319,PDX01.01,Portland-Hillsboro 1,Generator,28.000731263508612,50,0,65,0,34.221525600836181,6.3979863800933261,0,66.666666666666657,25,3045000,19,5655000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10038,Scoring Engine -> Output- Asset Scores,Valid,false
424,ABE01,Allentown,Fire Protection,18.310619518016548,20,0,0,0,84.01405357927122,22.643569270263811,0,66.666666666666657,0,40000,4,45000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10039,Scoring Engine -> Output- Asset Scores,Valid,false
425,ABE01,Allentown,Fire Protection,18.310619518016548,20,0,0,0,84.01405357927122,22.643569270263811,0,66.666666666666657,0,40000,4,45000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10040,Scoring Engine -> Output- Asset Scores,Valid,false
426,ABE01,Allentown,Fire Protection,18.310619518016548,20,0,0,0,84.01405357927122,22.643569270263811,0,66.666666666666657,0,40000,4,45000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10041,Scoring Engine -> Output- Asset Scores,Valid,false
427,ABE01,Allentown,Fire Protection,18.310619518016548,20,0,0,0,84.01405357927122,22.643569270263811,0,66.666666666666657,0,40000,4,45000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10042,Scoring Engine -> Output- Asset Scores,Valid,false
428,ABE01,Allentown,Fire Protection,18.310619518016548,20,0,0,0,84.01405357927122,22.643569270263811,0,66.666666666666657,0,40000,4,45000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10043,Scoring Engine -> Output- Asset Scores,Valid,false
429,ABE01,Allentown,Fire Protection,18.310619518016548,20,0,0,0,84.01405357927122,22.643569270263811,0,66.666666666666657,0,40000,4,45000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10044,Scoring Engine -> Output- Asset Scores,Valid,false
4293,ABE01,Allentown,Fire Protection,18.310619518016548,20,0,0,0,84.01405357927122,22.643569270263811,0,66.666666666666657,0,40000,4,45000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10045,Scoring Engine -> Output- Asset Scores,Valid,false
2750,PDX01.01,Portland-Hillsboro 1,CRAC,41.591965406331198,25,0,65,100,70.454545454545453,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,6,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10046,Scoring Engine -> Output- Asset Scores,Valid,false
2751,PDX01.01,Portland-Hillsboro 1,CRAC,41.591965406331198,25,0,65,100,70.454545454545453,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,6,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10047,Scoring Engine -> Output- Asset Scores,Valid,false
2752,PDX01.01,Portland-Hillsboro 1,CRAC,41.591965406331198,25,0,65,100,70.454545454545453,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,6,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10048,Scoring Engine -> Output- Asset Scores,Valid,false
2753,PDX01.01,Portland-Hillsboro 1,CRAC,41.591965406331198,25,0,65,100,70.454545454545453,6.3979863800933261,18.480145719489975,66.666666666666657,25,115000,6,135000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10049,Scoring Engine -> Output- Asset Scores,Valid,false
3747,PDX02,Portland-Hillsboro 2,Fire Protection,18.104225723418988,20,0,0,0,39.393939393939391,76.09678181270607,0,66.666666666666657,0,310000,11,435000,Flex Asset EOL and Site Risk Evaluation Tool Ver 3.0 3.6.25.xlsx,Output- Asset Scores,10050,Scoring Engine -> Output- Asset Scores,Valid,false
